shuffled_lender_id,treatment_id,join,join_rec,opened,amt_diff_1d,amt_diff_7d,amt_diff_30d
10097,8,0,0,0,0.0,0.0,0.0
10098,3,0,0,0,0.0,0.0,0.0
10099,3,0,0,0,0.0,0.0,0.0
10100,1,0,0,0,0.0,0.0,0.0
10101,4,0,0,0,0.0,0.0,0.0
10102,7,0,0,0,0.0,0.0,0.0
10103,5,0,0,0,0.0,0.0,75.0
10104,5,0,0,0,0.0,0.0,0.0
10105,5,0,0,1,0.0,0.0,0.0
10106,7,0,0,0,0.0,0.0,0.0
10107,3,0,0,0,0.0,0.0,0.0
10108,3,0,0,0,0.0,0.0,-75.0
10109,1,0,0,0,0.0,0.0,0.0
10110,4,0,0,1,0.0,-400.0,-225.0
10111,8,0,0,0,0.0,0.0,0.0
10112,3,0,0,0,0.0,0.0,0.0
10113,3,0,0,0,0.0,0.0,0.0
10114,6,0,0,0,0.0,0.0,0.0
10115,3,0,0,0,0.0,0.0,0.0
10116,1,0,0,0,0.0,0.0,0.0
10117,6,0,0,1,0.0,0.0,0.0
10118,8,0,0,0,0.0,0.0,0.0
10119,8,0,0,0,0.0,0.0,0.0
10120,3,0,0,1,0.0,0.0,175.0
10121,8,0,0,1,0.0,-25.0,-25.0
10122,6,0,0,0,0.0,0.0,0.0
10123,5,0,0,0,0.0,0.0,0.0
10124,7,0,0,0,0.0,0.0,125.0
10125,7,0,0,1,0.0,0.0,-25.0
10126,1,0,0,0,0.0,225.0,225.0
10127,8,0,0,0,0.0,0.0,0.0
10128,3,0,0,0,0.0,-25.0,-25.0
10129,2,0,0,0,0.0,0.0,0.0
10130,5,0,0,1,0.0,0.0,0.0
10131,6,0,0,1,0.0,0.0,0.0
10132,4,0,0,0,0.0,0.0,0.0
10133,4,0,0,0,0.0,0.0,0.0
10134,4,0,0,0,0.0,0.0,0.0
10135,7,0,0,0,0.0,0.0,-50.0
10136,3,0,0,1,0.0,0.0,0.0
10137,2,0,0,0,0.0,0.0,0.0
10138,6,0,0,0,0.0,0.0,0.0
10139,2,0,0,0,0.0,0.0,0.0
10140,8,0,0,0,0.0,0.0,0.0
10141,3,0,0,0,100.0,100.0,50.0
10142,2,0,0,0,0.0,0.0,-100.0
10143,3,0,0,0,0.0,0.0,0.0
10144,3,0,0,1,0.0,0.0,-25.0
10145,5,0,0,0,0.0,0.0,0.0
10146,6,0,0,1,0.0,25.0,-200.0
10147,1,0,0,0,-25.0,-25.0,-25.0
10148,4,0,0,0,0.0,0.0,-50.0
10149,4,0,0,0,0.0,0.0,0.0
10150,1,0,0,0,0.0,0.0,-25.0
10151,2,0,0,0,0.0,0.0,0.0
10152,6,0,0,0,0.0,0.0,0.0
10153,2,0,0,1,0.0,0.0,-50.0
10154,1,0,0,0,0.0,0.0,0.0
10155,5,0,0,1,0.0,0.0,0.0
10156,3,0,0,0,0.0,-25.0,-25.0
10157,7,0,0,1,0.0,0.0,0.0
10158,5,0,0,0,0.0,0.0,-50.0
10159,8,0,0,0,0.0,0.0,0.0
10160,4,0,0,1,0.0,0.0,0.0
10161,7,0,0,0,0.0,0.0,0.0
10162,3,0,0,1,0.0,0.0,0.0
10163,8,0,0,1,0.0,0.0,25.0
10164,8,0,0,1,0.0,0.0,25.0
10165,6,0,0,0,0.0,0.0,0.0
10166,4,0,0,0,0.0,0.0,0.0
10167,6,0,0,0,0.0,0.0,0.0
10168,8,0,0,1,0.0,0.0,0.0
10169,1,0,0,0,0.0,0.0,0.0
10170,8,0,0,0,0.0,0.0,0.0
10171,7,0,0,1,0.0,0.0,0.0
10172,1,0,0,0,0.0,-100.0,-100.0
10173,8,0,0,0,0.0,0.0,0.0
10174,2,0,0,0,0.0,0.0,75.0
10175,4,0,0,0,0.0,0.0,0.0
10176,8,0,0,1,0.0,0.0,0.0
10177,6,0,0,0,0.0,0.0,0.0
10178,5,0,0,0,0.0,-25.0,50.0
10179,4,0,0,0,0.0,0.0,0.0
10180,6,0,0,0,0.0,0.0,0.0
10181,2,0,0,1,0.0,0.0,0.0
10182,4,0,0,1,0.0,0.0,0.0
10183,4,0,0,0,0.0,0.0,0.0
10184,7,0,0,1,0.0,0.0,-25.0
10185,8,0,0,0,0.0,0.0,0.0
10186,5,0,0,0,0.0,0.0,0.0
10187,1,0,0,0,0.0,0.0,0.0
10188,1,0,0,0,0.0,0.0,-75.0
10189,7,0,0,0,0.0,250.0,150.0
10190,3,0,0,0,0.0,0.0,75.0
10191,2,0,0,0,0.0,0.0,0.0
10192,4,0,0,0,0.0,0.0,0.0
10193,5,0,0,0,0.0,0.0,0.0
10194,6,0,0,0,0.0,0.0,100.0
10195,4,0,0,1,0.0,0.0,0.0
10196,3,0,0,0,0.0,0.0,0.0
10197,7,0,0,1,0.0,0.0,0.0
10198,5,0,0,1,0.0,0.0,25.0
10199,5,0,0,0,0.0,-25.0,0.0
10200,1,0,0,0,0.0,0.0,0.0
10201,3,0,0,0,0.0,0.0,0.0
10202,3,0,0,0,0.0,0.0,50.0
10203,2,0,0,0,0.0,0.0,0.0
10204,5,0,0,0,0.0,0.0,0.0
10205,1,0,0,0,0.0,0.0,0.0
10206,2,0,0,0,0.0,0.0,100.0
10207,7,0,0,0,0.0,0.0,-375.0
10208,2,0,0,0,0.0,0.0,0.0
10209,8,0,0,0,0.0,0.0,0.0
10210,5,0,0,1,0.0,0.0,50.0
10211,1,0,0,0,0.0,0.0,0.0
10212,6,0,0,0,0.0,0.0,0.0
10213,1,0,0,0,0.0,0.0,0.0
10214,2,0,0,0,0.0,0.0,-50.0
10215,8,0,0,0,0.0,0.0,0.0
10216,1,0,0,0,0.0,0.0,0.0
10217,5,0,0,0,0.0,0.0,0.0
10218,8,0,0,1,0.0,0.0,0.0
10219,4,0,0,0,0.0,0.0,0.0
10220,5,0,0,0,0.0,0.0,-50.0
10221,6,0,0,1,0.0,0.0,0.0
10222,7,0,0,0,0.0,0.0,-25.0
10223,6,0,0,1,0.0,0.0,0.0
10224,6,0,0,1,0.0,0.0,0.0
10225,7,0,0,0,0.0,0.0,75.0
10226,2,0,0,0,0.0,0.0,0.0
10227,7,0,0,0,0.0,0.0,0.0
10228,2,0,0,0,0.0,0.0,0.0
10229,7,0,0,0,0.0,0.0,0.0
10230,8,0,0,0,0.0,0.0,0.0
10231,5,0,0,0,0.0,0.0,-50.0
10232,3,0,0,0,0.0,0.0,0.0
10233,3,0,0,0,0.0,0.0,0.0
10234,4,0,0,0,0.0,0.0,0.0
10235,7,0,0,0,0.0,0.0,0.0
10236,4,0,0,0,0.0,0.0,0.0
10237,2,0,0,0,0.0,0.0,0.0
10238,2,0,0,0,0.0,0.0,25.0
10239,1,0,0,0,0.0,0.0,0.0
10240,3,0,0,0,0.0,0.0,-25.0
10241,1,0,0,0,0.0,0.0,0.0
10242,1,0,0,0,0.0,0.0,0.0
10243,7,0,0,0,0.0,0.0,0.0
10244,2,0,0,0,0.0,0.0,0.0
10245,8,0,0,0,0.0,-25.0,-25.0
10246,6,0,0,0,0.0,0.0,0.0
10247,6,0,0,0,0.0,0.0,0.0
10248,3,0,0,0,0.0,0.0,0.0
10249,1,0,0,0,0.0,0.0,50.0
10250,8,0,0,0,0.0,0.0,0.0
10251,7,0,0,0,0.0,0.0,0.0
10252,2,0,0,1,0.0,0.0,0.0
10253,1,0,0,0,0.0,0.0,0.0
10254,5,0,0,0,0.0,0.0,0.0
10255,3,0,0,1,0.0,50.0,50.0
10256,8,0,0,0,0.0,0.0,25.0
10257,4,0,0,1,0.0,0.0,0.0
10258,6,0,0,0,0.0,0.0,0.0
10259,3,0,0,0,0.0,-100.0,-100.0
10260,3,0,0,1,50.0,50.0,25.0
10261,1,0,0,0,0.0,0.0,0.0
10262,6,0,0,0,0.0,0.0,0.0
10263,6,0,0,0,0.0,-300.0,-300.0
10264,1,0,0,0,0.0,0.0,0.0
10265,4,0,0,1,0.0,0.0,0.0
10266,4,0,0,0,0.0,-25.0,-25.0
10267,6,0,0,0,0.0,0.0,0.0
10268,4,0,0,0,0.0,0.0,-50.0
10269,3,0,0,1,0.0,0.0,0.0
10270,5,0,0,0,0.0,0.0,-25.0
10271,3,0,0,1,-75.0,-150.0,25.0
10272,1,0,0,0,0.0,0.0,0.0
10273,8,0,0,0,0.0,0.0,25.0
10274,8,0,0,1,0.0,0.0,0.0
10275,6,0,0,0,0.0,-25.0,0.0
10276,4,0,0,0,0.0,0.0,0.0
10277,7,0,0,0,0.0,0.0,50.0
10278,6,0,0,1,0.0,25.0,25.0
10279,4,0,0,1,0.0,0.0,-50.0
10280,1,0,0,0,0.0,0.0,0.0
10281,2,0,0,1,0.0,0.0,0.0
10282,6,0,0,0,0.0,0.0,0.0
10283,2,0,0,0,0.0,0.0,0.0
10284,5,0,0,1,0.0,0.0,0.0
10285,5,0,0,0,0.0,0.0,0.0
10286,5,1,0,0,0.0,-25.0,-25.0
10287,3,0,0,0,0.0,0.0,25.0
10288,8,0,0,0,0.0,0.0,0.0
10289,4,0,0,0,0.0,0.0,0.0
10290,4,0,0,0,0.0,-25.0,-50.0
10291,6,0,0,0,0.0,0.0,0.0
10292,3,0,0,0,0.0,0.0,0.0
10293,4,0,0,0,0.0,0.0,-25.0
10294,5,0,0,0,0.0,0.0,0.0
10295,8,0,0,0,0.0,-75.0,-50.0
10296,7,0,0,0,0.0,0.0,0.0
10297,8,0,0,1,0.0,0.0,0.0
10298,2,0,0,0,0.0,0.0,0.0
10299,1,0,0,0,-25.0,-25.0,-25.0
10300,3,0,0,1,0.0,-25.0,-50.0
10301,8,0,0,1,0.0,0.0,0.0
10302,6,0,0,0,0.0,0.0,0.0
10303,4,0,0,1,0.0,0.0,0.0
10304,7,0,0,1,0.0,0.0,0.0
10305,7,0,0,1,0.0,0.0,25.0
10306,1,0,0,0,0.0,0.0,0.0
10307,1,0,0,0,0.0,0.0,0.0
10308,3,0,0,0,0.0,0.0,0.0
10309,8,0,0,1,0.0,0.0,0.0
10310,3,0,0,0,0.0,0.0,0.0
10311,8,0,0,0,0.0,25.0,50.0
10312,3,0,0,0,0.0,0.0,-50.0
10313,1,0,0,0,0.0,0.0,0.0
10314,4,0,0,1,0.0,0.0,0.0
10315,3,0,0,0,0.0,0.0,0.0
10316,5,0,0,0,0.0,0.0,0.0
10317,5,0,0,0,0.0,-25.0,-25.0
10318,2,0,0,1,0.0,0.0,25.0
10319,5,0,0,0,0.0,0.0,25.0
10320,2,0,0,0,0.0,0.0,375.0
10321,1,0,0,0,0.0,0.0,-50.0
10322,6,0,0,1,0.0,0.0,-25.0
10323,5,0,0,0,0.0,0.0,0.0
10324,7,0,0,1,0.0,0.0,25.0
10325,1,0,0,0,0.0,0.0,0.0
10326,5,0,0,0,0.0,0.0,0.0
10327,6,0,0,0,0.0,50.0,50.0
10328,8,0,0,0,0.0,0.0,150.0
10329,5,0,0,1,0.0,0.0,0.0
10330,8,0,0,0,0.0,0.0,0.0
10331,7,0,0,0,0.0,0.0,25.0
10332,8,0,0,0,0.0,0.0,0.0
10333,8,0,0,0,0.0,0.0,0.0
10334,5,0,0,0,0.0,0.0,-75.0
10335,7,0,0,0,0.0,0.0,0.0
10336,4,0,0,1,0.0,0.0,0.0
10337,5,0,0,1,0.0,0.0,0.0
10338,2,0,0,1,0.0,0.0,0.0
10339,8,0,0,1,0.0,0.0,0.0
10340,3,0,0,0,0.0,0.0,0.0
10341,3,0,0,0,0.0,0.0,0.0
10342,1,0,0,0,0.0,-25.0,0.0
10343,5,0,0,0,0.0,0.0,25.0
10344,8,0,0,0,0.0,0.0,0.0
10345,8,0,0,1,0.0,0.0,0.0
10346,5,0,0,0,0.0,0.0,0.0
10347,1,0,0,0,0.0,0.0,0.0
10348,1,0,0,0,0.0,0.0,0.0
10349,4,0,0,0,0.0,0.0,-50.0
10350,7,0,0,0,0.0,-125.0,-125.0
10351,5,0,0,0,0.0,0.0,-25.0
10352,5,0,0,1,0.0,-75.0,0.0
10353,8,0,0,1,0.0,-25.0,-25.0
10354,7,0,0,0,0.0,0.0,0.0
10355,2,0,0,1,0.0,-150.0,-425.0
10356,8,0,0,0,0.0,0.0,0.0
10357,7,0,0,1,0.0,0.0,-825.0
10358,4,0,0,0,0.0,0.0,0.0
10359,2,0,0,0,0.0,0.0,0.0
10360,6,0,0,0,0.0,0.0,0.0
10361,6,0,0,0,0.0,0.0,0.0
10362,5,0,0,0,0.0,0.0,0.0
10363,1,0,0,0,0.0,0.0,0.0
10364,1,0,0,0,0.0,0.0,0.0
10365,4,0,0,0,0.0,0.0,0.0
10366,8,0,0,1,0.0,0.0,25.0
10367,3,0,0,1,0.0,0.0,0.0
10368,1,0,0,0,0.0,0.0,0.0
10369,3,0,0,0,0.0,0.0,0.0
10370,1,0,0,0,0.0,0.0,0.0
10371,3,0,0,0,0.0,0.0,-25.0
10372,5,0,0,1,50.0,50.0,100.0
10373,5,0,0,0,0.0,0.0,225.0
10374,5,0,0,1,0.0,-25.0,-25.0
10375,7,0,0,0,0.0,0.0,0.0
10376,2,0,0,1,0.0,0.0,-25.0
10377,7,0,0,0,0.0,0.0,-25.0
10378,1,0,0,0,0.0,25.0,-50.0
10379,3,0,0,1,0.0,0.0,-25.0
10380,5,0,0,1,0.0,0.0,0.0
10381,1,0,0,0,0.0,0.0,-50.0
10382,6,0,0,0,0.0,0.0,0.0
10383,3,0,0,0,0.0,0.0,0.0
10384,3,0,0,1,25.0,25.0,25.0
10385,7,0,0,1,0.0,0.0,0.0
10386,5,0,0,0,0.0,25.0,25.0
10387,6,0,0,0,0.0,0.0,0.0
10388,3,0,0,0,0.0,0.0,0.0
10389,1,0,0,0,0.0,0.0,0.0
10390,1,0,0,0,0.0,0.0,25.0
10391,6,0,0,0,0.0,0.0,0.0
10392,1,0,0,0,0.0,0.0,0.0
10393,4,0,0,0,0.0,0.0,0.0
10394,1,0,0,0,0.0,0.0,-25.0
10395,6,0,0,0,0.0,0.0,0.0
10396,6,0,0,0,0.0,0.0,0.0
10397,2,0,0,1,0.0,0.0,0.0
10398,3,0,0,0,0.0,50.0,50.0
10399,2,0,0,1,0.0,0.0,25.0
10400,1,0,0,0,0.0,0.0,100.0
10401,8,0,0,0,0.0,-25.0,0.0
10402,4,0,0,0,0.0,0.0,0.0
10403,2,0,0,0,0.0,0.0,0.0
10404,7,0,0,0,0.0,-25.0,25.0
10405,6,0,0,0,0.0,0.0,0.0
10406,6,0,0,0,0.0,0.0,0.0
10407,5,0,0,0,0.0,0.0,25.0
10408,2,0,0,1,0.0,0.0,50.0
10409,2,0,0,0,0.0,0.0,0.0
10410,4,0,0,0,0.0,0.0,0.0
10411,2,0,0,0,0.0,-50.0,-50.0
10412,5,0,0,0,0.0,0.0,0.0
10413,1,0,0,0,-50.0,-50.0,-50.0
10414,1,0,0,0,0.0,-25.0,0.0
10415,2,0,0,0,0.0,-25.0,-25.0
10416,1,0,0,0,0.0,0.0,0.0
10417,6,0,0,1,0.0,0.0,0.0
10418,1,0,0,0,0.0,0.0,0.0
10419,7,0,0,1,0.0,0.0,0.0
10420,1,0,0,0,0.0,0.0,50.0
10421,3,0,0,1,0.0,0.0,25.0
10422,8,0,0,0,0.0,0.0,-50.0
10423,4,0,0,1,0.0,0.0,0.0
10424,5,0,0,0,0.0,-50.0,-25.0
10425,6,0,0,0,0.0,0.0,25.0
10426,4,0,0,1,0.0,0.0,50.0
10427,6,0,0,0,0.0,0.0,-75.0
10428,8,0,0,1,0.0,0.0,50.0
10429,3,0,0,1,0.0,0.0,0.0
10430,5,0,0,1,0.0,0.0,0.0
10431,2,0,0,1,0.0,0.0,0.0
10432,5,0,0,1,0.0,0.0,-75.0
10433,1,0,0,0,-25.0,-25.0,-25.0
10434,6,0,0,0,0.0,-25.0,0.0
10435,7,0,0,0,0.0,0.0,0.0
10436,5,0,0,0,0.0,0.0,-50.0
10437,4,0,0,1,0.0,0.0,0.0
10438,3,1,0,0,0.0,0.0,50.0
10439,7,0,0,1,0.0,0.0,-50.0
10440,1,0,0,0,0.0,0.0,0.0
10441,5,0,0,0,0.0,0.0,0.0
10442,1,0,0,0,0.0,0.0,25.0
10443,5,0,0,0,0.0,0.0,0.0
10444,4,0,0,0,0.0,0.0,0.0
10445,3,0,0,0,0.0,-25.0,-25.0
10446,6,0,0,0,0.0,150.0,50.0
10447,6,0,0,1,0.0,0.0,0.0
10448,7,0,0,0,0.0,-25.0,0.0
10449,7,0,0,0,0.0,0.0,0.0
10450,4,0,0,0,0.0,0.0,-50.0
10451,4,0,0,1,0.0,0.0,-75.0
10452,8,0,0,1,0.0,0.0,0.0
10453,1,0,0,0,0.0,0.0,0.0
10454,2,0,0,1,0.0,0.0,0.0
10455,4,0,0,0,0.0,0.0,125.0
10456,8,0,0,0,0.0,-25.0,-25.0
10457,8,0,0,1,0.0,-25.0,-25.0
10458,6,0,0,0,0.0,0.0,0.0
10459,3,0,0,0,0.0,0.0,0.0
10460,1,0,0,0,0.0,0.0,-150.0
10461,2,0,0,0,0.0,-25.0,-25.0
10462,1,0,0,0,0.0,0.0,0.0
10463,4,0,0,0,0.0,0.0,25.0
10464,1,0,0,0,0.0,0.0,0.0
10465,6,0,0,0,0.0,0.0,0.0
10466,1,0,0,0,0.0,0.0,-50.0
10467,1,0,0,0,0.0,0.0,-75.0
10468,8,0,0,0,0.0,0.0,0.0
10469,2,0,0,0,0.0,0.0,0.0
10470,3,0,0,1,0.0,0.0,-25.0
10471,6,0,0,1,0.0,0.0,0.0
10472,6,0,0,0,0.0,0.0,25.0
10473,7,0,0,1,0.0,0.0,0.0
10474,4,0,0,0,0.0,0.0,0.0
10475,7,1,1,1,0.0,0.0,0.0
10476,5,0,0,0,0.0,-125.0,-75.0
10477,7,0,0,0,0.0,0.0,0.0
10478,7,0,0,0,0.0,0.0,-25.0
10479,6,0,0,1,0.0,0.0,0.0
10480,4,0,0,0,0.0,0.0,0.0
10481,2,0,0,0,0.0,0.0,0.0
10482,6,0,0,0,0.0,0.0,0.0
10483,8,0,0,0,0.0,-25.0,0.0
10484,2,0,0,0,0.0,0.0,-100.0
10485,3,0,0,1,0.0,0.0,-50.0
10486,5,0,0,0,0.0,0.0,0.0
10487,2,0,0,0,0.0,0.0,-50.0
10488,7,0,0,0,0.0,0.0,25.0
10489,2,0,0,0,0.0,0.0,0.0
10490,6,0,0,1,0.0,0.0,0.0
10491,4,0,0,1,0.0,0.0,-1000.0
10492,3,0,0,0,0.0,0.0,0.0
10493,8,0,0,1,0.0,0.0,0.0
10494,5,0,0,0,0.0,175.0,175.0
10495,7,0,0,0,0.0,-100.0,-100.0
10496,8,0,0,0,0.0,0.0,0.0
10497,4,0,0,0,0.0,0.0,0.0
10498,8,0,0,0,0.0,0.0,-25.0
10499,7,0,0,1,0.0,0.0,0.0
10500,3,0,0,0,0.0,0.0,0.0
10501,4,0,0,1,0.0,0.0,-75.0
10502,8,0,0,0,0.0,0.0,100.0
10503,5,0,0,0,0.0,0.0,0.0
10504,2,0,0,0,0.0,0.0,0.0
10505,1,0,0,0,0.0,0.0,0.0
10506,5,0,0,0,0.0,-25.0,-25.0
10507,3,0,0,0,0.0,0.0,0.0
10508,2,0,0,0,0.0,0.0,0.0
10509,2,0,0,1,0.0,0.0,25.0
10510,1,0,0,0,0.0,0.0,0.0
10511,2,0,0,0,0.0,0.0,0.0
10512,2,0,0,1,0.0,0.0,0.0
10513,6,0,0,0,0.0,0.0,0.0
10514,8,0,0,1,0.0,0.0,0.0
10515,4,0,0,0,0.0,0.0,-25.0
10516,1,0,0,0,0.0,0.0,0.0
10517,4,0,0,0,0.0,0.0,-25.0
10518,8,0,0,1,0.0,-25.0,0.0
10519,5,0,0,0,0.0,0.0,0.0
10520,1,0,0,0,0.0,0.0,0.0
10521,2,0,0,0,0.0,0.0,-25.0
10522,8,0,0,0,0.0,0.0,0.0
10523,6,0,0,0,0.0,0.0,0.0
10524,5,0,0,1,0.0,0.0,-50.0
10525,5,0,0,1,0.0,0.0,0.0
10526,5,0,0,0,0.0,0.0,0.0
10527,7,0,0,0,0.0,-50.0,-50.0
10528,8,0,0,0,0.0,0.0,0.0
10529,2,0,0,0,0.0,0.0,-25.0
10530,3,0,0,0,0.0,125.0,125.0
10531,2,0,0,1,50.0,50.0,75.0
10532,2,0,0,0,0.0,0.0,-25.0
10533,1,0,0,0,0.0,-50.0,-50.0
10534,5,0,0,0,0.0,0.0,0.0
10535,4,0,0,0,0.0,0.0,0.0
10536,5,0,0,0,0.0,0.0,0.0
10537,5,0,0,0,0.0,0.0,-50.0
10538,5,0,0,0,0.0,0.0,0.0
10539,6,0,0,0,0.0,0.0,0.0
10540,8,0,0,0,0.0,0.0,25.0
10541,3,0,0,0,0.0,0.0,50.0
10542,7,0,0,0,0.0,-25.0,0.0
10543,1,0,0,0,0.0,0.0,0.0
10544,6,0,0,0,0.0,0.0,25.0
10545,3,0,0,0,0.0,0.0,0.0
10546,5,0,0,1,50.0,50.0,50.0
10547,8,0,0,0,0.0,0.0,150.0
10548,2,0,0,0,0.0,0.0,0.0
10549,7,0,0,0,0.0,0.0,0.0
10550,3,0,0,0,0.0,0.0,0.0
10551,7,0,0,0,0.0,0.0,25.0
10552,1,0,0,0,0.0,0.0,-100.0
10553,6,0,0,0,0.0,0.0,0.0
10554,5,0,0,0,0.0,0.0,0.0
10555,6,0,0,0,0.0,0.0,0.0
10556,8,0,0,1,0.0,0.0,-25.0
10557,8,0,0,0,0.0,0.0,0.0
10558,5,0,0,0,0.0,0.0,0.0
10559,2,0,0,0,0.0,0.0,0.0
10560,4,0,0,0,0.0,0.0,250.0
10561,4,0,0,0,0.0,0.0,-125.0
10562,2,0,0,0,0.0,0.0,25.0
10563,1,0,0,0,0.0,0.0,0.0
10564,3,0,0,0,0.0,0.0,0.0
10565,7,0,0,0,0.0,-50.0,-25.0
10566,6,0,0,1,0.0,0.0,0.0
10567,8,0,0,0,0.0,-25.0,25.0
10568,7,0,0,0,0.0,0.0,0.0
10569,7,0,0,1,0.0,0.0,-125.0
10570,6,0,0,1,0.0,0.0,0.0
10571,5,0,0,0,0.0,0.0,0.0
10572,3,0,0,0,0.0,0.0,0.0
10573,7,0,0,1,0.0,0.0,-25.0
10574,3,0,0,0,0.0,0.0,0.0
10575,4,0,0,0,0.0,0.0,0.0
10576,6,0,0,1,0.0,-75.0,-75.0
10577,2,0,0,0,0.0,0.0,50.0
10578,1,0,0,0,0.0,0.0,-325.0
10579,5,0,0,0,0.0,0.0,0.0
10580,4,0,0,0,0.0,0.0,0.0
10581,1,0,0,0,0.0,0.0,0.0
10582,6,0,0,0,0.0,0.0,0.0
10583,4,0,0,0,0.0,0.0,0.0
10584,3,0,0,0,0.0,0.0,0.0
10585,7,0,0,0,0.0,0.0,0.0
10586,2,0,0,0,0.0,0.0,0.0
10587,5,0,0,1,0.0,0.0,25.0
10588,3,0,0,0,0.0,0.0,0.0
10589,7,0,0,0,0.0,0.0,25.0
10590,7,0,0,1,0.0,0.0,0.0
10591,5,0,0,0,0.0,0.0,0.0
10592,2,0,0,0,0.0,0.0,0.0
10593,5,0,0,0,0.0,-100.0,-75.0
10594,5,0,0,0,0.0,-25.0,-25.0
10595,5,0,0,1,0.0,0.0,0.0
10596,3,0,0,0,0.0,0.0,0.0
10597,8,0,0,0,0.0,0.0,0.0
10598,1,0,0,0,0.0,0.0,0.0
10599,8,0,0,0,0.0,0.0,0.0
10600,3,0,0,0,0.0,0.0,25.0
10601,1,0,0,0,0.0,-50.0,-75.0
10602,2,0,0,0,0.0,0.0,0.0
10603,7,0,0,0,0.0,0.0,0.0
10604,5,0,0,1,0.0,0.0,0.0
10605,4,0,0,1,0.0,-100.0,-250.0
10606,2,1,0,1,0.0,0.0,100.0
10607,1,0,0,0,0.0,25.0,25.0
10608,8,1,1,1,0.0,25.0,0.0
10609,6,0,0,0,0.0,0.0,0.0
10610,7,0,0,0,0.0,0.0,0.0
10611,4,0,0,0,0.0,0.0,0.0
10612,3,0,0,1,0.0,0.0,0.0
10613,2,0,0,0,0.0,0.0,0.0
10614,7,0,0,0,0.0,0.0,0.0
10615,7,0,0,1,0.0,0.0,25.0
10616,1,0,0,0,0.0,0.0,0.0
10617,4,0,0,0,0.0,0.0,0.0
10618,2,0,0,0,0.0,0.0,0.0
10619,3,0,0,0,0.0,-25.0,-25.0
10620,4,0,0,0,0.0,0.0,75.0
10621,8,0,0,0,0.0,0.0,0.0
10622,7,0,0,0,0.0,0.0,-50.0
10623,4,0,0,0,0.0,0.0,0.0
10624,2,0,0,0,0.0,0.0,0.0
10625,4,0,0,1,0.0,0.0,-100.0
10626,7,0,0,0,0.0,-25.0,25.0
10627,5,0,0,0,0.0,0.0,25.0
10628,6,0,0,0,0.0,0.0,0.0
10629,3,0,0,0,0.0,0.0,0.0
10630,6,0,0,0,0.0,0.0,0.0
10631,8,0,0,0,0.0,0.0,0.0
10632,3,0,0,0,0.0,0.0,0.0
10633,7,0,0,0,0.0,0.0,0.0
10634,2,0,0,0,0.0,0.0,0.0
10635,5,0,0,1,0.0,0.0,0.0
10636,1,0,0,0,25.0,25.0,25.0
10637,4,0,0,1,0.0,0.0,0.0
10638,5,0,0,0,0.0,0.0,0.0
10639,8,0,0,0,0.0,0.0,0.0
10640,4,0,0,0,0.0,0.0,0.0
10641,5,0,0,0,0.0,0.0,0.0
10642,7,0,0,1,0.0,0.0,0.0
10643,4,0,0,0,0.0,0.0,25.0
10644,5,0,0,1,0.0,0.0,-75.0
10645,6,1,0,1,0.0,0.0,0.0
10646,3,0,0,1,0.0,0.0,0.0
10647,8,0,0,0,0.0,0.0,0.0
10648,6,0,0,1,0.0,0.0,0.0
10649,1,0,0,0,0.0,0.0,0.0
10650,3,0,0,0,0.0,0.0,0.0
10651,8,0,0,0,0.0,0.0,0.0
10652,7,1,0,1,0.0,75.0,75.0
10653,6,0,0,0,0.0,0.0,-175.0
10654,3,0,0,0,0.0,0.0,0.0
10655,8,0,0,0,0.0,0.0,0.0
10656,4,0,0,1,0.0,0.0,0.0
10657,8,0,0,1,0.0,-100.0,-75.0
10658,7,0,0,0,0.0,0.0,0.0
10659,3,0,0,0,0.0,0.0,-25.0
10660,1,0,0,0,0.0,0.0,0.0
10661,1,0,0,0,0.0,0.0,75.0
10662,2,0,0,0,0.0,0.0,0.0
10663,4,0,0,0,0.0,0.0,0.0
10664,2,0,0,0,0.0,0.0,0.0
10665,8,0,0,0,0.0,0.0,0.0
10666,1,0,0,0,0.0,0.0,0.0
10667,6,0,0,0,0.0,0.0,0.0
10668,6,0,0,1,0.0,0.0,50.0
10669,1,0,0,0,0.0,0.0,25.0
10670,2,1,0,1,0.0,0.0,0.0
10671,5,0,0,1,0.0,0.0,0.0
10672,1,0,0,0,0.0,0.0,0.0
10673,6,0,0,0,0.0,0.0,-125.0
10674,7,0,0,0,0.0,-25.0,-25.0
10675,7,0,0,0,0.0,0.0,0.0
10676,7,0,0,1,0.0,0.0,0.0
10677,1,0,0,0,0.0,-75.0,-50.0
10678,5,0,0,0,0.0,0.0,0.0
10679,7,0,0,1,0.0,0.0,0.0
10680,2,0,0,0,0.0,0.0,0.0
10681,6,0,0,0,0.0,0.0,0.0
10682,1,0,0,0,0.0,0.0,0.0
10683,8,0,0,1,0.0,0.0,0.0
10684,1,0,0,0,0.0,-25.0,0.0
10685,1,0,0,0,0.0,0.0,0.0
10686,6,0,0,1,0.0,0.0,0.0
10687,5,0,0,1,0.0,0.0,0.0
10688,1,0,0,0,0.0,0.0,0.0
10689,3,0,0,1,-25.0,-100.0,-50.0
10690,6,0,0,0,0.0,-25.0,-25.0
10691,7,0,0,0,0.0,0.0,-50.0
10692,3,0,0,0,0.0,0.0,0.0
10693,8,0,0,1,0.0,0.0,0.0
10694,1,0,0,0,0.0,-25.0,25.0
